md5,doi,url,license,formatted,possible_authorship,possible_citation,print_date,keywords,created,specimens,orcids,countries
3bf66e87679b1f15e54eae875cf0a76d,10.3897/zookeys.743.23029,https://zookeys.pensoft.net/article_preview.php?id=23029,,"Kohlmann, B., Arriaga-Jiménez, A. & Rös, M. 2018. Dung beetle vicariant speciation in the mountains of Oaxaca, Mexico, with a description of a new species of Phanaeus (Coleoptera, Geotrupidae, Scarabaeidae). ZooKeys, 743, 67–93, doi: 10.3897/zookeys.743.23029.
",,,2018-03-14,zoology,2018-03-21,"","","Costa Rica,Mexico"
d1652e74e880a12504edded70d2389dc,10.1371/journal.pone.0192825,,cc0,"Aleuy, O.A., Ruckstuhl, K., Hoberg, E.P., Veitch, A., Simmons, N. & Kutz, S.J. 2018. Diversity of gastrointestinal helminths in Dall’s sheep and the negative association of the abomasal nematode, Marshallagia marshalli, with fitness indicators Serrano Ferron, E. (ed.). PLOS ONE, 13, e0192825, doi: 10.1371/journal.pone.0192825.
",false,false,2018-03-14,zoology,2018-05-10,"","","Canada, United States of America"
4de15d522e941934283d2682cb9a879b,10.1111/jvs.12627,,,"Tedersoo, L., Laanisto, L., Rahimlou, S., Toussaint, A., Hallikma, T. & Pärtel, M. 2018. Global database of plants with root-symbiotic nitrogen fixation: NodDB Michalet, R. (ed.). Journal of Vegetation Science, 29, 560–568, doi: 10.1111/jvs.12627.
",false,false,2018-03-05,botany,2018-05-07,"",0000-0002-1635-1249,Estonia
b68201ff2f20ef6f5e304979f588348c,10.1080/02724634.2018.1431922,,,"Mallon, J.C. & Brinkman, D.B. 2018. Basilemys morrinensis, a new species of nanhsiungchelyid turtle from the Horseshoe Canyon Formation (Upper Cretaceous) of Alberta, Canada. Journal of Vertebrate Paleontology, 38, e1431922, doi: 10.1080/02724634.2018.1431922.
",true,true,2018-03-04,"palaeontology,selected",2018-05-10,"CMN 1145, CMN 376, CMN 57059, CMN 8516, CMN 8890","",Canada
cb5ea0d64e9002e45b3962bd24a48a5e,10.1093/zoolinnean/zlx101,https://academic.oup.com/zoolinnean/advance-article/doi/10.1093/zoolinnean/zlx101/4917718,,"Iwasa-Arai, T. & Serejo, C.S. 2018. Phylogenetic analysis of the family Cyamidae (Crustacea: Amphipoda): a review based on morphological characters. Zoological Journal of the Linnean Society, 184, 66–94, doi: 10.1093/zoolinnean/zlx101.
",false,false,2018-03-02,"zoology,selected",2018-03-08,"CMNC 2000-0019, CMNC 2000-0033, CMNC 2000-0035","",Brazil
97262efc9f481cfb2c5707b4ac3a7e71,10.1088/1748-9326/aaac0c,,cc-by,"Gennaretti, F., Boucher, E., et al. 2018. Underestimation of the Tambora effects in North American taiga ecosystems. Environmental Research Letters, 13, 034017, doi: 10.1088/1748-9326/aaac0c.
",false,true,2018-03-01,other,2018-05-10,"","","France,Spain,Canada,Finland"
c05bc7f0f6fb9211ed5034e0192cfb45,10.3099/MCZ161-09.1,http://www.bioone.org/doi/abs/10.3099/MCZ161-09.1,,"Prena, J. 2018. An Annotated Inventory of the Weevils (Coleoptera: Curculionoidea) Described by Thomas Say. Bulletin of the Museum of Comparative Zoology, 161, 323–401, doi: 10.3099/mcz161-09.1.
",,,2018-03,zoology,2018-03-10,"","",Germany
c9ea887db56c2762b58e3b8c9497ac6b,10.1016/j.ympev.2018.03.014,https://www.sciencedirect.com/science/article/pii/S1055790317306346,,"Vinnikov, K.A., Thomson, R.C. & Munroe, T.A. 2018. Revised classification of the righteye flounders (Teleostei: Pleuronectidae) based on multilocus phylogeny with complete taxon sampling. Molecular Phylogenetics and Evolution, 125, 147–162, doi: 10.1016/j.ympev.2018.03.014.
",false,false,2018-03,zoology,2018-03-16,"","","Russia,United States of America"
acf2cf9a1ccd3e73e177af11f9ed5a3f,10.2216/17-112.1,http://www.phycologia.org/doi/abs/10.2216/17-112.1,,"Siver, P.A. 2018. Mallomonas aperturae sp. nov. (Synurophyceae) reveals that the complex cell architecture observed on modern synurophytes was well established by the middle Eocene. Phycologia, 57, 273–279, doi: 10.2216/17-112.1.
",,,2018-03,palaeontology,2018-03-21,"","",United States of America
70d4ddc1b03daa4a7e3ee6a7ae0cf24e,10.1649/0010-065X-72.1.126,http://www.bioone.org/doi/full/10.1649/0010-065X-72.1.126,,"Anderson, R.S., Caldara, R. & Anzaldo, S.S. 2018. Mecinus linnavuori (Korotyaev) (Coleoptera: Curculionidae: Curculioninae: Mecinini), an Iraqi Weevil Species New to Southwestern North America. The Coleopterists Bulletin, 72, 126–128, doi: 10.1649/0010-065x-72.1.126.
",true,,2018-03,zoology,2018-03-28,"","","Canada,Italy,United States of America"
99fb4cf1409ae949226690ef35a94b37,10.1649/0010-065X-72.1.215,http://www.bioone.org/doi/full/10.1649/0010-065X-72.1.215,,"Anderson, B. 2018. The Coleopterists Society. The Coleopterists Bulletin, 72, 215–218, doi: 10.1649/0010-065x-72.1.215.
",,,2018-03,zoology,2018-03-28,"","",Canada
dae18a74508e07d1efea77ac0bb1e369,10.1649/0010-065X-72.1.119,http://www.bioone.org/doi/abs/10.1649/0010-065X-72.1.119,,"Hespenheide, H.A. 2018. Hemicolpus Heller, 1895 (Coleoptera: Curculionidae: Conoderinae): A Reconsideration and Description of New Species from Mexico and Central America. The Coleopterists Bulletin, 72, 119–125, doi: 10.1649/0010-065x-72.1.119.
",,,2018-03,zoology,2018-03-28,"","",United States of America
0e052c4ad8e084b2ebd9176fbb9e4933,10.1016/j.jhevol.2018.01.008,https://www.sciencedirect.com/science/article/pii/S0047248418300605,,"Stewart, K.M. & Rufolo, S.J. 2018. Kanapoi revisited: Paleoecological and biogeographical inferences from the fossil fish. Journal of Human Evolution, doi: 10.1016/j.jhevol.2018.01.008.
",true,true,2018-03,"palaeontology,selected",2018-04-01,"","",Canada
edd6109948cf1f6c173c7341bc887e2b,10.1017/jpa.2017.62,,,"Chiba, K., Ryan, M.J., Fanti, F., Loewen, M.A. & Evans, D.C. 2017. New material and systematic re-evaluation of Medusaceratops lokii (Dinosauria, Ceratopsidae) from the Judith River Formation (Campanian, Montana). Journal of Paleontology, 92, 272–288, doi: 10.1017/jpa.2017.62.
",false,false,2018-03,palaeontology,2018-05-10,"CMN 344, CMN 971","",
c56f82d759416608c0a71e4fbb4eaac5,10.1130/GES01513.1,https://pubs.geoscienceworld.org/gsa/geosphere/article-pdf/doi/10.1130/GES01513.1/4087853/ges01513.pdf,cc-by-nc,"Newhall, C., Self, S. & Robock, A. 2018. Anticipating future Volcanic Explosivity Index (VEI) 7 eruptions and their chilling impacts. Geosphere, 14, 572–603, doi: 10.1130/ges01513.1.
",false,false,2018-02-28,mineralogy,2018-03-08,"","","Philippines,United States of America"
aa6a2084c5abbbf5d993e4c1c1c00dfd,10.3832/ifor2400-011,http://www.sisef.it/iforest/contents/?id=ifor2400-011,cc-by-nc,"Tiebel, K., Huth, F. & Wagner, S. 2018. Soil seed banks of pioneer tree species in European temperate forests: a review. iForest - Biogeosciences and Forestry, 11, 48–57, doi: 10.3832/ifor2400-011.
",false,false,2018-02-28,botany,2018-01-30,"","",Germany
4bec18be64a418d2fc1f7eb6f83daceb,10.1590/0102-33062017abb0336,http://www.scielo.br/scielo.php?pid=S0102-33062018005003103&script=sci_arttext,,"Santos, C. S., Barros, F. N., Paula, M. de, Rando, J., Nascimento, V. T. do, & Medeiros, P. M. de. (2018). What matters when prioritizing a medicinal plant? A study of local criteria for their differential use. Acta Botanica Brasilica, 32(2), 297–302. doi:10.1590/0102-33062017abb0336
",,,2018-02-15,botany,2018-02-21,"","",Brazil
4ab18f746c8db1a6ea2c7c7dff84e1e0,10.1007/s12542-017-0396-y,https://link.springer.com/article/10.1007/s12542-017-0396-y,,"Korth, W.W. 2018. Review of the marsupials (Mammalia: Metatheria) from the late Paleogene (Chadronian–Arikareean: late Eocene–late Oligocene) of North America. PalZ, 92, 499–523, doi: 10.1007/s12542-017-0396-y.
",false,false,2018-02-13,palaeontology,2018-02-18,NMC 6249,"",United States of America
4a0cbc3a2f9553bdf3fec836174451fb,10.1007/s10816-018-9366-2,https://link.springer.com/article/10.1007/s10816-018-9366-2,,"Howse, L. 2018. Hunting Technologies and Archaeofaunas: Societal Differences Between Hunter-Gatherers of the Eastern Arctic. Journal of Archaeological Method and Theory, doi: 10.1007/s10816-018-9366-2.
",,,2018-02-12,other,2018-02-18,"","",Canada
a223c3a96ff56f966ae8cd7b77dd3703,10.3389/fevo.2018.00014,,cc-by,"English, P.A., Green, D.J. & Nocera, J.J. 2018. Stable Isotopes from Museum Specimens May Provide Evidence of Long-Term Change in the Trophic Ecology of a Migratory Aerial Insectivore. Frontiers in Ecology and Evolution, 6, doi: 10.3389/fevo.2018.00014.
",false,false,2018-02-12,"zoology,selected",2018-03-01,"CMNAV 10868, CMNAV 39940, CMNAV 84658","",Canada
6ef69123be495ba9234ab060fd0e5017,10.11646/zootaxa.4378.2.7,http://www.mapress.com/j/zt/article/download/zootaxa.4378.2.7/13695,,"KOHLMANN, B., ARRIAGA-JIMÉNEZ, A. & RÖS, M. 2018. An unusual new species of Canthidium (Coleoptera: Scarabaeidae: Scarabaeinae) from Oaxaca, Mexico. Zootaxa, 4378, 273, doi: 10.11646/zootaxa.4378.2.7.
",true,false,2018-02-07,zoology,2018-02-13,"","","Costa Rica,Mexico"
4f53bb66b6a1123bc008fdb2668899c1,10.7717/peerj.4299,https://peerj.com/articles/4299,cc-by,"Saarela, J.M., Burke, S.V., et al. 2018. A 250 plastome phylogeny of the grass family (Poaceae): topological support under different data partitions. PeerJ, 6, e4299, doi: 10.7717/peerj.4299.
",true,false,2018-02-02,"botany,selected",2018-02-10,"","","Canada,United States of America,Australia"
e996255867c0944740b3a389e358cbf4,10.2138/am-2018-6234,https://www.degruyter.com/view/j/ammin.2018.103.issue-2/am-2018-6234/am-2018-6234.xml,,"Schindler, M., Lussier, A.J., Principe, E. & Mykytczuk, N. 2018. Dissolution mechanisms of chromitite: Understanding the release and fate of chromium in the environment. American Mineralogist, 103, 271–283, doi: 10.2138/am-2018-6234.
",,,2018-02-01,mineralogy,2018-02-04,"","",Canada
ba9001301cde2164a6ebb0af78f7bbcb,10.1016/j.rbe.2018.01.002,https://www.sciencedirect.com/science/article/pii/S0085562617301814,,"Kohlmann, B. & Vaz-de -Mello, F.Z. 2018. A new key for the species of  Ateuchus  Weber (Coleoptera: Scarabaeidae: Scarabaeinae) occurring in Mexico, with a description of the first North American inquiline species from a rodent burrow (Rodentia: Geomydae) and new distribution records. Revista Brasileira de Entomologia, 62, 131–134, doi: 10.1016/j.rbe.2018.01.002.
",,,2018-02,zoology,2018-02-18,"","","Costa Rica,Brazil"
6b17ee91e2f81952c2adecca6b57b009,10.1139/cjz-2017-0078,https://doi.org/10.1139/cjz-2017-0078,,"Langer, S.V., Vezsenyi, K.A., de Carle, D., Beresford, D.V. & Kvist, S. 2018. Leeches (Annelida: Hirudinea) from the far north of Ontario: distribution, diversity, and diagnostics. Canadian Journal of Zoology, 96, 141–152, doi: 10.1139/cjz-2017-0078.
",false,false,2018-02,zoology,2018-02-21,"CMNA 1987-0646, CMNA 1987-0671653.75","",Canada
2681bec4588c1b7e9d8307a458a7249a,10.1002/ecs2.2124,http://onlinelibrary.wiley.com/doi/10.1002/ecs2.2124/full,cc-by,"Fauteux, D., Gauthier, G., Mazerolle, M.J., Coallier, N., Bêty, J. & Berteaux, D. 2018. Evaluation of invasive and non-invasive methods to monitor rodent abundance in the Arctic. Ecosphere, 9, e02124, doi: 10.1002/ecs2.2124.
",true,false,2018-02,"zoology,selected",2018-03-14,"","",Canada
2a240724104834d8f4c4065210d0c764,10.1002/fsh.10002,https://onlinelibrary.wiley.com/doi/abs/10.1002/fsh.10002,,"Fisheries Volume 43 Number 2 February 2018. 2018. Fisheries, 43, 69–116, doi: 10.1002/fsh.10002.
",,,2018-02,zoology,2018-04-18,"","",
fe73eed6c004c31520ad222f9c7a25a2,10.1016/j.cretres.2017.05.021,,,"Kubo, T., Shibata, M., Naksri, W., Jintasakul, P. & Azuma, Y. 2018. The earliest record of Asian Eusuchia from the Lower Cretaceous Khok Kruat Formation of northeastern Thailand. Cretaceous Research, 82, 21–28, doi: 10.1016/j.cretres.2017.05.021.
",false,false,2018-02,palaeontology,2018-05-10,"","","Japan,Thailand"
c3c759177cb8fd41e52d569e43be1549,10.11646/phytotaxa.336.1.3,,,"SAMARAKOON, M.C., GAFFOROV, Y., et al. 2018. Combined multi-gene backbone tree for the genus Coniochaeta with two new species from Uzbekistan. Phytotaxa, 336, 43, doi: 10.11646/phytotaxa.336.1.3.
",false,false,2018-01-26,botany,2018-05-07,"","","Thailand,China,India,Uzbekistan,Oman,"
0c89c13bf0e57acfac9671f3fa79c3dd,10.3897/afrinvertebr.59.22269,https://africaninvertebrates.pensoft.net/article_preview.php?id=22269,,"Souza-Gonçalves, I. & Lopes-Andrade, C. 2018. The Cis bilamellatus species-group (Coleoptera, Ciidae) in southern Africa: Cis mooihoekite sp. n. and new distributional records. African Invertebrates, 59, 25–35, doi: 10.3897/afrinvertebr.59.22269.
",false,false,2018-01-26,zoology,2018-01-30,"","",Brazil
eaf7b84a6e0da124c74c9df27a6a1ea7,10.3897/zookeys.731.19931,https://zookeys.pensoft.net/article_preview.php?id=19931,,"Jażdżewska, A.M., Corbari, L., et al. 2018. A genetic fingerprint of Amphipoda from Icelandic waters – the baseline for further biodiversity and biogeography studies. ZooKeys, 731, 55–73, doi: 10.3897/zookeys.731.19931.
",true,false,2018-01-23,zoology,2018-01-30,"","","Poland,France,United States of America,Canada,Australia,Germany,Norway"
b9e77773563873f242829d03c2ad262a,10.7717/peerj.4265,https://peerj.com/articles/4265/,cc-by,"Brown, C.M. 2018. Long-horned Ceratopsidae from the Foremost Formation (Campanian) of southern Alberta. PeerJ, 6, e4265, doi: 10.7717/peerj.4265.
",false,false,2018-01-16,palaeontology,2018-01-20,CMN 8535,"",Canada
e2cd71a2864c5af094b38a1764bafc8b,10.7717/peerj.4113,https://peerj.com/articles/4113/,cc-by,"Herne, M.C., Tait, A.M., Weisbecker, V., Hall, M., Nair, J.P., Cleeland, M. & Salisbury, S.W. 2018. A new small-bodied ornithopod (Dinosauria, Ornithischia) from a deep, high-energy Early Cretaceous river of the Australian–Antarctic rift system. PeerJ, 5, e4113, doi: 10.7717/peerj.4113.
",false,false,2018-01-11,palaeontology,2018-01-16,CMN 8537,"",Australia
00bd293476af05dfb4ac3108918a207e,10.3897/zookeys.731.19854,https://zookeys.pensoft.net/article_preview.php?id=19854,cc-by,"Brix, S., Lörz, A.-N., et al. 2018. Amphipod family distributions around Iceland. ZooKeys, 731, 41–53, doi: 10.3897/zookeys.731.19854.
",true,false,2018-01-09,zoology,2018-01-30,"","","Germany,Poland,United Kingdom,Norway,France,Canada,New Zealand,Spain,Peru"
bfc05e00cd588305cdc97b86a7ffed6d,10.4039/tce.2017.59,https://www.cambridge.org/core/journals/canadian-entomologist/article/modernisation-of-the-hymenoptera-ants-bees-wasps-and-sawflies-of-the-early-eocene-okanagan-highlands-of-western-north-america/3283D9B3DA1A3C265758AF750D388546,,"Archibald, S.B., Rasnitsyn, A.P., Brothers, D.J. & Mathewes, R.W. 2018. Modernisation of the Hymenoptera: ants, bees, wasps, and sawflies of the early Eocene Okanagan Highlands of western North America. The Canadian Entomologist, 150, 205–257, doi: 10.4039/tce.2017.59.
",false,false,2018-01-08,zoology,2018-01-13,"","","Canada,United States of America,Russia,United Kingdom,South Africa"
77471467ffa30908857a40939c4960d5,10.1108/JCHMSD-05-2017-0025,http://www.emeraldinsight.com/doi/abs/10.1108/JCHMSD-05-2017-0025,,"Osanna, M. & Rinaldi, E. 2018. Planned conservation in Pompeii: complexity and methodological choices. Journal of Cultural Heritage Management and Sustainable Development, 8, 111–129, doi: 10.1108/jchmsd-05-2017-0025.
",,true,2018-01-04,other,2018-01-09,"","",Italy
826f13eb975eb46d09e16e8f9a44dd01,10.4289/0013-8797.120.1.1,http://www.bioone.org/doi/abs/10.4289/0013-8797.120.1.1,,"Brailovsky, H. 2018. A Review of the Subfamily Prostemmatinae from Honduras (Hemiptera: Heteroptera: Nabidae), with the Description of a New Species, New Records, and a Key. Proceedings of the Entomological Society of Washington, 120, 1–8, doi: 10.4289/0013-8797.120.1.1.
",,,2018-01,zoology,2018-03-21,"","",Mexico
f429bbe79f17e8cc90b68ec923a5f920,10.3955/046.092.0106,http://www.bioone.org/doi/abs/10.3955/046.092.0106,,"Wonham, M.J. & Hart, M.W. 2018. El Niño Range Extensions of Pacific Sand Crab (Emerita analoga) in the Northeastern Pacific. Northwest Science, 92, 53–60, doi: 10.3955/046.092.0106.
",false,false,2018-01,zoology,2018-04-21,"","",Canada
fb1d1cfb326773385918ebb890f40b4b,10.2988/17-00022,http://www.bioone.org/doi/abs/10.2988/17-00022,,"Woodman, N. 2018. Rediscovery of the type series of the Acadian Masked Shrew, Sorex acadicus  (Mammalia: Soricidae), with the designation of a neotype and a reevaluation of its taxonomic status. Proceedings of the Biological Society of Washington, 131, 111–131, doi: 10.2988/17-00022.
",false,false,2018-01,zoology,2018-04-25,"","",United States of America
3cdd1be28e30d720f93b73d57383e5fa,10.1002/ppp.1961,http://onlinelibrary.wiley.com/doi/10.1002/ppp.1961/full,,"Higgins, K.L. & Garon-Labrecque, M.-È. 2018. Fine-scale influences on thaw depth in a forested peat plateau landscape in the Northwest Territories, Canada: Vegetation trumps microtopography. Permafrost and Periglacial Processes, 29, 60–70, doi: 10.1002/ppp.1961.
",,,2018-01,botany,2018-01-23,"","",Canada
09084b66294326bcf03a04a3c685df62,10.1071/IS16088,http://www.publish.csiro.au/IS/IS16088,,"Esteves, E.L., de Paula, T.S., Lerner, C., Lôbo-Hajdu, G. & Hajdu, E. 2018. Morphological and molecular systematics of the ‘Monanchora arbuscula complex’ (Poecilosclerida : Crambeidae), with the description of five new species and a biogeographic discussion of the genus in the Tropical Western Atlantic. Invertebrate Systematics, 32, 457, doi: 10.1071/is16088.
",,,2018,zoology,2018-04-10,"","",Brazil
02c7cb467465effdd0d9990f7fb57050,10.1007/978-3-319-65682-3_9,https://link.springer.com/chapter/10.1007/978-3-319-65682-3_9,,"Gifford-Gonzalez, D. 2018. Identification: Sorting Decisions and Analytic Consequences. An Introduction to Zooarchaeology, 169–183, doi: 10.1007/978-3-319-65682-3_9.
",,,2018,zoology,2018-04-10,"","",United States of America
5c9c90cd8d4e1f4426d62fe03355ed41,10.5751/ACE-01175-130110,http://www.ace-eco.org/vol13/iss1/art10/,cc-by-nc,"Tremblay, J.A., Robert, M., Hynes, D.P., Young, M.A. & Drolet, B. 2018. Range extension of the threatened Red Crossbill (Loxia curvirostra percna) in Canada: new insights from Anticosti Island, Québec. Avian Conservation and Ecology, 13, doi: 10.5751/ace-01175-130110.
",false,false,2018,zoology,2018-04-21,"","","Canada, United States of America"
20dc7fb4fb8dc885755d9345c268376d,10.1007/978-3-319-64763-0_2,https://link.springer.com/chapter/10.1007/978-3-319-64763-0_2,,"Lee Lyman, R. 2017. The History of MNI in North American Zooarchaeology. Zooarchaeology in Practice, 13–33, doi: 10.1007/978-3-319-64763-0_2.
",,true,2018,zoology,2017-11-28,"","",United States of America
3eaed7e66877738cc2d5088e95e3df17,10.1007/978-3-319-64763-0_13,https://link.springer.com/chapter/10.1007/978-3-319-64763-0_13,,"Jones, E.L. 2017. Coming to Terms with Imperfection: Comparative Studies and the Search for Grazing Impacts in Seventeenth Century New Mexico. Zooarchaeology in Practice, 251–268, doi: 10.1007/978-3-319-64763-0_13.
",false,false,2018,other,2017-11-28,"","",United States of America
6fe83ee164e635d5473347740e3b9cd8,10.1007/978-3-319-70066-3_16,https://link.springer.com/chapter/10.1007/978-3-319-70066-3_16,,"Braga, H. de O., Pardal, M.Â. & Azeiteiro, U.M. 2017. Incorporation of Local Ecological Knowledge (LEK) into Biodiversity Management and Climate Change Variability Scenarios for Threatened Fish Species and Fishing Communities—Communication Patterns Among BioResources Users as a Prerequisite for Co-management: A Case Study of Berlenga MNR, Portugal and Resex-Mar of Arraial do Cabo, RJ, Brazil. Handbook of Climate Change Communication: Vol. 2, 237–262, doi: 10.1007/978-3-319-70066-3_16.
",false,false,2018,zoology,2017-11-28,"","","Portugal,Brazil"
50216ce8f14fb1e81ddf89935271e76b,10.1007/978-981-10-7030-3_2,https://link.springer.com/chapter/10.1007/978-981-10-7030-3_2,,"Pletser, V. 2017. The Arctic During—Flashline Mars Arctic Research Station Diary. On To Mars!, 9–63, doi: 10.1007/978-981-10-7030-3_2.
",,,2018,other,2017-12-05,"","",
e10c536f29f45f3bd2e808717eec7dbb,10.1057/978-1-137-43020-5_35,https://link.springer.com/chapter/10.1057/978-1-137-43020-5_35,,"Pfister, C. & White, S. 2018. A Year Without a Summer, 1816. The Palgrave Handbook of Climate History, 551–561, doi: 10.1057/978-1-137-43020-5_35.
",false,true,2018,other,2018-08-16,"","",Mexico
4e32914f82e8a4caccba2177de3060ef,10.1057/978-1-137-43020-5_17,https://link.springer.com/chapter/10.1057/978-1-137-43020-5_17,,"Ge, Q., Hao, Z., Zheng, J. & Liu, Y. 2018. China: 2000 Years of Climate Reconstruction from Historical Documents. The Palgrave Handbook of Climate History, 189–201, doi: 10.1057/978-1-137-43020-5_17.
",false,true,2018,"other,selected",2018-08-16,"","",China
b299f724e36a17c6cf28d4d314d3bc95,10.4194/1303-2712-v18_12_08,http://www.trjfas.org/pdf.php?id=1286,,"Khaefi, R., Esmaeili, H.R. & Chermahini, M.A. 2018. Turkish Journal of Fisheries and Aquatic Sciences, 18, doi: 10.4194/1303-2712-v18_12_08.
",false,true,2018,zoology,2018-08-16,"","","Iran,Germany"
2032a76d34f4e5cfd06c53a372ed82e5,10.1063/1.5050134,https://aip.scitation.org/doi/pdf/10.1063/1.5050134,,"Pertiwi, M.P., Praseptin, P.K.H., Werdani, I.D., Listyorini, D. & Prabaningtyas, S. 2018. Identification and phylogenetic study of bioluminescent bacteria from squid (Loligo duvaucelii) based on 16S rRNA gene, doi: 10.1063/1.5050134.
",false,true,2018,zoology,2018-08-21,"","",Indonesia
62f2567e78cd91f9598b78b20d74be18,10.3767/persoonia.2019.42.04,https://doi.org/10.3767/persoonia.2019.42.04,cc-by-nc-nd,"Boluda, C.G., Rico, V.J., et al. 2018. Evaluating methodologies for species delimitation: the mismatch between phenotypes and genotypes in lichenized fungi (Bryoria sect. Implexae, Parmeliaceae). Persoonia - Molecular Phylogeny and Evolution of Fungi, doi: 10.3767/persoonia.2019.42.04.
",true,false,2018,"botany,selected",2018-09-25,"","","Spain,Switzerland,Finalnd,Canada,Sweden,United Kingdom"
5fbc5bc6fcab93fec4f420fdd6739c01,10.1007/978-3-319-66101-8_8,https://link.springer.com/chapter/10.1007/978-3-319-66101-8_8,,"Coslor, E. 2018. Physical and Epistemic Objects in Museum Conservation Risk Management. Materiality and Managerial Techniques, 193–220, doi: 10.1007/978-3-319-66101-8_8.
",false,true,2018,other,2018-01-30,"","",Australia
988c62769f0d8296b9d375db0c51079b,10.25085/rsea.763403,https://www.biotaxa.org/RSEA/article/viewFile/35006/30848,cc-by,"Lanteri, A.A., Hernández, E.P. & Flores, G.E. 2017. A catalog of the type specimens of various families of Tenebrionoidea (Insecta: Coleoptera) housed at the ‘Museo de La Plata’, Argentina. Revista de la Sociedad Entomológica Argentina, 76, doi: 10.25085/rsea.763403.
",false,false,2017-12-27,zoology,2018-01-02,"","",
28990612bd8734f73a9af6daf0bdb43e,10.1080/23802359.2017.1407698,http://www.tandfonline.com/doi/abs/10.1080/23802359.2017.1407698,implied-oa,"Hafeez, M.A. & Barta, J.R. 2017. The complete mitochondrial genome sequences of two Isospora species (Eimeriidae, Eucoccidiorida, Coccidiasina, Apicomplexa) causing coccidiosis in superb glossy starlings, Lamprotornis superbus (Aves: Sturnidae). Mitochondrial DNA Part B, 2, 895–896, doi: 10.1080/23802359.2017.1407698.
",false,false,2017-12-20,zoology,2017-12-18,"CMNPA 2014-0002, CMNPA 2014-0003","",
40c51f33cf90b63c6bf88a6799d727a1,10.1093/zoolinnean/zlx071,https://academic.oup.com/zoolinnean/advance-article/doi/10.1093/zoolinnean/zlx071/4750660,,"Deler-Hernández, A., Sýkora, V., Seidel, M., Cala-Riquelme, F. & Fikáček, M. 2017. Multiple origins of the Phaenonotum beetles in the Greater Antilles (Coleoptera: Hydrophilidae): phylogeny, biogeography and systematics. Zoological Journal of the Linnean Society, 183, 97–120, doi: 10.1093/zoolinnean/zlx071.
",,,2017-12-15,zoology,2017-12-19,"","",
d13bd9067826de1ae82ede13831f4cf0,10.1007/s10980-017-0599-3,https://link.springer.com/article/10.1007/s10980-017-0599-3,,"Wiersma, Y.F. & McMullin, R.T. 2017. Is it common to be rare on the landscape? A test using a novel model system. Landscape Ecology, 33, 183–195, doi: 10.1007/s10980-017-0599-3.
",true,,2017-12-13,botany,2017-12-19,"","",
bc7ccd545600c686f57206723b0f2d1e,10.1590/1982-0224-20170046,http://www.scielo.br/pdf/ni/v15n4/1982-0224-ni-15-04-e170046.pdf,cc-by,"Rosso, J.J., Rosso, F. del, Mabragaña, E., Schenone, N.F., Avigliano, E. & Astarloa, J.M.D. de. 2017. Molecular and taxonomic characterisation of introduced specimens of Poecilia reticulata in the lower Paraguay River basin (Cyprinodontiformes: Poeciliidae). Neotropical Ichthyology, 15, doi: 10.1590/1982-0224-20170046.
",false,false,2017-12-11,zoology,2018-05-07,"","",
ef10f5122f64810387214820b773b1f1,10.1007/s12231-017-9395-x,https://link.springer.com/article/10.1007/s12231-017-9395-x,,"Caneva, G., Traversetti, L., Sujarwo, W. & Zuccarello, V. 2017. Sharing Ethnobotanical Knowledge in Traditional Villages: Evidence of Food and Nutraceutical ‘Core Groups’ in Bali, Indonesia. Economic Botany, 71, 303–313, doi: 10.1007/s12231-017-9395-x.
",false,false,2017-12-04,other,2017-12-09,"","",
80667376cd7089c693f787062b27ab00,10.1111/geb.12667,http://onlinelibrary.wiley.com/doi/10.1111/geb.12667/full,,"Fraser, D. & Lyons, S.K. 2017. Biotic interchange has structured Western Hemisphere mammal communities. Global Ecology and Biogeography, 26, 1408–1422, doi: 10.1111/geb.12667.
",true,false,2017-12,zoology,2017-11-26,"","0000-0002-0228-2617, 0000-0001-5112-2508","Canada,United States of America"
7ba038f31db1f35401b7f377dd63c9f7,10.1038/s41598-017-09084-6,https://www.nature.com/articles/s41598-017-09084-6.pdf,cc-by,"Troudet, J., Grandcolas, P., Blin, A., Vignes-Lebbe, R. & Legendre, F. 2017. Taxonomic bias in biodiversity data and societal preferences. Scientific Reports, 7, doi: 10.1038/s41598-017-09084-6.
",false,false,2017-12,other,2018-05-07,"","",
3556627a13ce004140b8f4c4013a794a,10.1111/2041-210X.12841,,,"Schmitt, S., Pouteau, R., Justeau, D., de Boissieu, F., & Birnbaum, P. (2017). 
                        ssdm
: An r
 package to predict distribution of species richness and composition based on stacked species distribution models. Methods in Ecology and Evolution, 8(12), 1795–1803. doi:10.1111/2041-210x.12841
",false,false,2017-12,other,2018-05-07,"","",
a98e6269deb5194411739abc30fd9ca0,10.1898/NWN17-04.1,http://www.bioone.org/doi/abs/10.1898/NWN17-04.1,,"Carter, H.R. 2017. Historical Breeding By Pelagic, Double-Crested, and Brandt’s Cormorants In the Salish Sea, 1891–1955. Northwestern Naturalist, 98, 167–179, doi: 10.1898/nwn17-04.1.
",false,false,2017-12,zoology,2017-12-09,CMNAC 11996-021,"",
